LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
347023,0,Cash loans,F,0,1,0,202500.0,1237500.0,52155.0,1237500.0,44667,Commercial associate,Secondary / secondary special,LowRisk,Widow,House / apartment,7,385,53,0,29,THURSDAY,12,399.0
251688,0,Cash loans,F,0,0,2,112500.0,540000.0,26109.0,540000.0,9463,Working,Incomplete higher,LowRisk,Married,House / apartment,3,354,46,0,30,SATURDAY,11,374.2
253722,0,Cash loans,M,0,1,0,180000.0,832500.0,29623.5,832500.0,67941,Working,Secondary / secondary special,,Married,House / apartment,5,193,45,0,40,THURSDAY,11,245.4
407234,0,Cash loans,F,0,1,2,67500.0,288000.0,29641.5,288000.0,74210,State servant,Higher education,,Married,House / apartment,14,778,65,0,44,WEDNESDAY,12,713.4
219831,0,Cash loans,F,1,1,0,216000.0,755190.0,32125.5,675000.0,50991,Pensioner,Secondary / secondary special,,Married,House / apartment,19,675,58,1,6,MONDAY,15,631.0
332232,1,Cash loans,M,1,0,1,279000.0,1078200.0,31522.5,900000.0,64829,Working,Incomplete higher,LowRisk,Married,House / apartment,18,205,38,1,11,TUESDAY,18,255.0
330515,0,Cash loans,F,1,1,0,157500.0,830214.0,24403.5,693000.0,15647,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,20,437,38,0,20,THURSDAY,9,440.6
157412,1,Cash loans,M,0,1,1,90000.0,497520.0,28692.0,450000.0,55434,Working,Secondary / secondary special,LowRisk,Married,House / apartment,19,105,43,1,35,MONDAY,10,175.0
183327,1,Cash loans,M,0,1,1,112500.0,385164.0,17095.5,292500.0,68839,Pensioner,Higher education,HighRisk,Married,House / apartment,15,25,28,1,42,TUESDAY,17,111.0
118760,0,Cash loans,F,0,0,0,180000.0,528633.0,22527.0,472500.0,4555,State servant,Secondary / secondary special,,Married,Municipal apartment,10,442,31,1,31,FRIDAY,8,444.6
110341,0,Cash loans,F,1,1,2,247500.0,474183.0,37593.0,391500.0,56045,Working,Secondary / secondary special,Risk,Married,House / apartment,10,795,37,0,45,MONDAY,12,727.0
344231,0,Cash loans,F,0,1,0,117000.0,526491.0,19039.5,454500.0,15007,Commercial associate,Secondary / secondary special,Risk,Single / not married,With parents,2,646,66,0,25,SATURDAY,9,607.8
442701,0,Cash loans,F,0,0,0,121500.0,270000.0,26703.0,270000.0,1096,Working,Secondary / secondary special,LowRisk,Married,House / apartment,15,721,30,0,26,WEDNESDAY,16,667.8
177567,0,Loans Now,F,1,1,0,157500.0,180000.0,9000.0,180000.0,81510,Commercial associate,Incomplete higher,HighRisk,Single / not married,House / apartment,0,743,56,1,19,WEDNESDAY,16,685.4
292369,0,Cash loans,F,0,1,1,90000.0,485640.0,34668.0,450000.0,602,Working,Secondary / secondary special,LowRisk,Married,House / apartment,2,408,75,1,31,TUESDAY,10,417.4
205556,0,Loans Now,F,0,1,0,405000.0,810000.0,40500.0,810000.0,80194,Working,Higher education,,Civil marriage,House / apartment,22,655,64,0,22,TUESDAY,12,615.0
235190,0,Cash loans,F,0,0,2,225000.0,1227901.5,48825.0,1129500.0,7225,Working,Secondary / secondary special,Risk,Married,House / apartment,8,372,45,1,16,THURSDAY,11,388.6
444900,0,Cash loans,M,1,0,0,270000.0,900000.0,45954.0,900000.0,74978,Commercial associate,Higher education,,Married,House / apartment,19,365,52,0,20,FRIDAY,15,383.0
336525,0,Cash loans,M,1,1,1,180000.0,264159.0,24358.5,220500.0,79254,Working,Secondary / secondary special,HighRisk,Married,House / apartment,4,584,71,0,3,THURSDAY,17,558.2
108405,0,Cash loans,F,0,0,0,112500.0,855000.0,25128.0,855000.0,78610,Working,Secondary / secondary special,,Married,House / apartment,19,627,60,0,36,TUESDAY,13,592.6
298041,0,Cash loans,F,0,1,0,103500.0,95940.0,9828.0,90000.0,4171,Pensioner,Secondary / secondary special,Risk,Widow,House / apartment,3,328,36,0,8,WEDNESDAY,17,353.4
172736,0,Cash loans,M,0,0,0,112500.0,497520.0,33376.5,450000.0,21305,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,21,334,37,0,13,FRIDAY,8,358.2
337675,0,Cash loans,F,0,1,0,193500.0,1116000.0,59589.0,1116000.0,64875,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,19,341,69,0,19,FRIDAY,18,363.8
290864,0,Cash loans,F,0,1,0,90000.0,888840.0,29376.0,675000.0,30161,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,9,768,42,0,45,WEDNESDAY,14,705.4
194446,0,Loans Now,F,0,1,0,247500.0,540000.0,27000.0,540000.0,70823,Pensioner,Secondary / secondary special,,Married,House / apartment,12,31,72,0,11,THURSDAY,10,115.8
170785,0,Cash loans,F,1,1,2,126000.0,206271.0,21789.0,193500.0,70138,Commercial associate,Higher education,LowRisk,Married,House / apartment,20,154,51,0,40,TUESDAY,15,214.2
400037,0,Cash loans,F,0,1,0,90000.0,1044724.5,34654.5,936000.0,27900,Working,Secondary / secondary special,LowRisk,Married,House / apartment,10,7,30,0,12,FRIDAY,17,96.6
109669,0,Cash loans,F,1,0,2,180000.0,540000.0,51273.0,540000.0,57097,Commercial associate,Secondary / secondary special,,Married,House / apartment,7,586,42,0,25,TUESDAY,13,559.8
452584,0,Cash loans,F,0,0,0,202500.0,752742.0,40234.5,697500.0,49733,Working,Higher education,,Married,Office apartment,4,531,45,1,6,TUESDAY,12,515.8
288191,1,Cash loans,F,0,0,0,54000.0,269550.0,14242.5,225000.0,56766,Commercial associate,Secondary / secondary special,Risk,Civil marriage,House / apartment,16,18,44,1,16,THURSDAY,12,105.4
282868,0,Cash loans,F,0,1,0,135000.0,152820.0,18265.5,135000.0,55190,Commercial associate,Incomplete higher,,Single / not married,House / apartment,22,632,71,0,5,TUESDAY,11,596.6
248423,0,Cash loans,M,0,1,0,157500.0,207000.0,16353.0,207000.0,49091,Commercial associate,Secondary / secondary special,HighRisk,Separated,House / apartment,11,398,31,0,6,MONDAY,13,409.4
245072,0,Cash loans,F,0,0,0,58500.0,123637.5,8122.5,112500.0,64231,Pensioner,Higher education,Risk,Widow,House / apartment,0,463,36,0,36,MONDAY,12,461.4
102937,0,Cash loans,M,1,0,0,270000.0,1125000.0,36292.5,1125000.0,41924,State servant,Higher education,LowRisk,Married,House / apartment,14,338,52,1,18,FRIDAY,12,361.4
215983,0,Cash loans,M,0,1,0,135000.0,225000.0,26703.0,225000.0,78706,Working,Secondary / secondary special,,Single / not married,With parents,14,607,47,1,15,THURSDAY,10,576.6
234963,0,Cash loans,F,0,1,0,112500.0,571486.5,24340.5,454500.0,10703,Working,Secondary / secondary special,,Married,House / apartment,7,443,46,1,35,MONDAY,14,445.4
363076,0,Cash loans,F,1,0,0,202500.0,945000.0,40167.0,945000.0,80408,Commercial associate,Secondary / secondary special,,Civil marriage,With parents,20,95,60,1,8,THURSDAY,11,167.0
212937,0,Cash loans,M,0,1,0,76500.0,808650.0,23305.5,675000.0,59666,Working,Secondary / secondary special,Risk,Married,House / apartment,2,732,54,0,1,TUESDAY,12,676.6
153327,0,Cash loans,F,1,1,0,135000.0,180000.0,16636.5,180000.0,41015,Commercial associate,Higher education,Risk,Married,House / apartment,14,786,52,0,37,TUESDAY,10,719.8
291616,0,Cash loans,F,0,1,0,135000.0,137520.0,6538.5,90000.0,10308,Commercial associate,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,20,657,74,0,45,SATURDAY,9,616.6
447648,0,Cash loans,F,0,1,0,112500.0,450000.0,17095.5,450000.0,64515,Commercial associate,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,7,759,66,0,24,TUESDAY,10,698.2
273119,0,Cash loans,F,0,1,1,270000.0,2013840.0,55507.5,1800000.0,72378,State servant,Higher education,,Married,House / apartment,7,512,64,0,13,WEDNESDAY,7,500.6
123434,0,Cash loans,F,0,0,0,225000.0,841437.0,27936.0,639000.0,39075,Pensioner,Secondary / secondary special,,Separated,House / apartment,5,545,67,0,29,FRIDAY,13,527.0
343146,0,Cash loans,F,1,1,1,90000.0,679500.0,26946.0,679500.0,49784,Working,Secondary / secondary special,HighRisk,Married,House / apartment,15,2,64,1,28,MONDAY,8,92.6
431852,0,Cash loans,F,1,1,0,103500.0,787500.0,31230.0,787500.0,62570,Commercial associate,Secondary / secondary special,,Married,House / apartment,19,487,50,0,9,TUESDAY,8,480.6
161452,1,Cash loans,M,0,1,0,193500.0,753840.0,29209.5,540000.0,55795,Working,Secondary / secondary special,HighRisk,Married,House / apartment,18,146,49,1,10,TUESDAY,6,207.8
271042,1,Cash loans,F,0,0,0,90000.0,269550.0,18234.0,225000.0,79408,Working,Incomplete higher,LowRisk,Married,House / apartment,20,203,51,1,6,THURSDAY,11,253.4
240840,0,Cash loans,F,1,0,2,103500.0,472500.0,17100.0,472500.0,28331,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,11,539,32,0,38,MONDAY,15,522.2
385671,0,Cash loans,M,1,1,1,270000.0,323460.0,26064.0,270000.0,18115,State servant,Secondary / secondary special,Risk,Married,House / apartment,6,277,71,0,35,THURSDAY,14,312.6
281018,0,Cash loans,M,1,1,2,247500.0,1116076.5,40216.5,913500.0,40434,State servant,Higher education,HighRisk,Married,With parents,22,43,59,0,11,SATURDAY,16,125.4
125822,0,Cash loans,M,1,1,0,135000.0,855000.0,24997.5,855000.0,54355,Working,Secondary / secondary special,,Married,House / apartment,14,623,36,0,23,WEDNESDAY,13,589.4
213049,0,Cash loans,F,0,0,2,144000.0,1006920.0,39933.0,900000.0,17102,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,6,518,60,0,23,FRIDAY,14,505.4
202171,1,Cash loans,F,1,1,0,135000.0,265851.0,21442.5,229500.0,61690,Working,Secondary / secondary special,HighRisk,Married,House / apartment,23,40,40,1,45,FRIDAY,14,123.0
423241,0,Loans Now,M,1,1,1,135000.0,270000.0,13500.0,270000.0,70573,Working,Secondary / secondary special,LowRisk,Married,With parents,13,369,47,0,11,FRIDAY,10,386.2
381916,0,Cash loans,M,0,1,0,202500.0,760225.5,30280.5,679500.0,6994,Working,Secondary / secondary special,,Married,House / apartment,6,79,52,0,33,TUESDAY,10,154.2
248729,0,Cash loans,F,0,1,0,58500.0,668304.0,29565.0,540000.0,14722,State servant,Secondary / secondary special,Risk,Married,Municipal apartment,13,546,66,0,33,SUNDAY,14,527.8
390016,0,Cash loans,M,1,1,2,157500.0,381528.0,17914.5,315000.0,66833,Working,Secondary / secondary special,Risk,Married,House / apartment,22,726,38,0,9,WEDNESDAY,18,671.8
103329,0,Cash loans,F,0,1,1,135000.0,170640.0,13612.5,135000.0,35336,Working,Secondary / secondary special,Risk,Married,House / apartment,5,701,53,0,11,MONDAY,9,651.8
441368,0,Cash loans,M,1,0,2,157500.0,547272.0,39955.5,495000.0,10056,State servant,Secondary / secondary special,Risk,Married,House / apartment,22,37,59,1,28,THURSDAY,5,120.6
276867,0,Cash loans,M,0,0,0,202500.0,942300.0,30528.0,675000.0,11277,Commercial associate,Secondary / secondary special,LowRisk,Married,Rented apartment,15,480,49,0,29,FRIDAY,18,475.0
294716,0,Cash loans,F,0,1,0,135000.0,454500.0,13419.0,454500.0,72798,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,17,213,33,0,7,MONDAY,7,261.4
133833,0,Cash loans,M,1,1,0,189000.0,284400.0,13963.5,225000.0,25210,Working,Secondary / secondary special,Risk,Married,House / apartment,11,69,32,0,1,TUESDAY,12,146.2
321656,0,Cash loans,F,0,1,0,85500.0,508495.5,22527.0,454500.0,7683,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,6,694,41,0,16,TUESDAY,15,646.2
440235,0,Cash loans,M,0,1,0,130500.0,284400.0,16456.5,225000.0,77047,Pensioner,Secondary / secondary special,,Civil marriage,House / apartment,15,68,30,0,44,FRIDAY,16,145.4
220314,0,Cash loans,F,0,0,0,135000.0,808650.0,21460.5,675000.0,65177,Working,Secondary / secondary special,,Civil marriage,House / apartment,12,526,62,1,9,FRIDAY,13,511.8
120641,0,Cash loans,M,0,1,0,90000.0,568800.0,20430.0,450000.0,15061,Commercial associate,Secondary / secondary special,,Married,House / apartment,2,476,50,0,8,TUESDAY,11,471.8
214870,1,Cash loans,F,0,1,1,135000.0,203760.0,14958.0,180000.0,76508,Commercial associate,Secondary / secondary special,HighRisk,Civil marriage,House / apartment,11,82,34,1,32,WEDNESDAY,5,156.6
159516,0,Cash loans,F,1,1,0,157500.0,1125000.0,37309.5,1125000.0,41207,Commercial associate,Higher education,LowRisk,Married,House / apartment,11,415,74,0,16,WEDNESDAY,19,423.0
285546,1,Cash loans,M,0,0,2,135000.0,318528.0,25294.5,252000.0,79607,Working,Secondary / secondary special,Risk,Married,House / apartment,23,79,44,0,7,WEDNESDAY,6,154.2
339104,0,Cash loans,M,0,1,0,202500.0,283585.5,31995.0,256500.0,39091,Working,Higher education,,Civil marriage,House / apartment,11,607,62,1,29,MONDAY,15,576.6
259104,0,Cash loans,F,0,0,0,135000.0,143910.0,14872.5,135000.0,43403,Pensioner,Secondary / secondary special,,Civil marriage,House / apartment,1,40,57,0,9,FRIDAY,10,123.0
386266,0,Cash loans,F,0,1,0,135000.0,973710.0,28467.0,697500.0,13415,Commercial associate,Higher education,Risk,Single / not married,House / apartment,6,624,63,0,38,MONDAY,16,590.2
344101,0,Cash loans,F,0,1,3,135000.0,1256400.0,36864.0,900000.0,71260,State servant,Secondary / secondary special,,Widow,House / apartment,22,567,35,0,1,TUESDAY,4,544.6
372039,0,Cash loans,F,0,1,1,315000.0,490495.5,50391.0,454500.0,18057,Working,Higher education,LowRisk,Married,House / apartment,17,689,38,0,13,SATURDAY,11,642.2
344853,0,Cash loans,M,1,0,2,157500.0,360000.0,28570.5,360000.0,37414,Commercial associate,Higher education,,Married,House / apartment,0,3,62,0,4,TUESDAY,14,93.4
213479,0,Cash loans,F,0,0,1,270000.0,1288350.0,37669.5,1125000.0,173,Working,Secondary / secondary special,,Married,House / apartment,22,342,71,0,32,WEDNESDAY,14,364.6
365647,1,Cash loans,M,0,0,0,121500.0,270000.0,19777.5,270000.0,43472,Working,Secondary / secondary special,Risk,Married,House / apartment,14,269,43,0,44,TUESDAY,17,306.2
272305,0,Cash loans,M,1,1,0,135000.0,220032.0,8293.5,144000.0,37115,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,14,317,41,1,6,THURSDAY,11,344.6
340359,0,Loans Now,F,0,1,0,67500.0,180000.0,9000.0,180000.0,61009,Working,Secondary / secondary special,LowRisk,Married,House / apartment,9,577,34,0,35,TUESDAY,11,552.6
290160,0,Cash loans,F,0,0,2,157500.0,450000.0,22018.5,450000.0,14457,Working,Secondary / secondary special,LowRisk,Married,House / apartment,9,580,68,0,42,SUNDAY,12,555.0
318514,0,Cash loans,F,0,1,0,166500.0,93829.5,9981.0,81000.0,52597,Pensioner,Lower secondary,,Widow,House / apartment,20,746,61,0,1,TUESDAY,14,687.8
206802,0,Cash loans,M,0,0,1,360000.0,1256400.0,44644.5,900000.0,69453,Commercial associate,Secondary / secondary special,,Married,House / apartment,3,48,50,0,31,WEDNESDAY,9,129.4
224972,1,Cash loans,M,1,0,2,130500.0,536917.5,30109.5,463500.0,71044,Working,Secondary / secondary special,Risk,Married,Municipal apartment,14,42,36,1,18,MONDAY,9,124.6
287919,0,Loans Now,F,1,1,0,112500.0,135000.0,6750.0,135000.0,58184,Working,Secondary / secondary special,LowRisk,Married,House / apartment,12,503,46,0,8,TUESDAY,10,493.4
406696,0,Cash loans,F,0,0,0,57150.0,180000.0,16654.5,180000.0,70320,State servant,Secondary / secondary special,Risk,Widow,House / apartment,10,456,49,1,17,MONDAY,15,455.8
315952,0,Cash loans,M,0,0,0,126000.0,207711.0,16438.5,189000.0,7910,Working,Secondary / secondary special,,Married,Municipal apartment,7,251,44,0,20,TUESDAY,18,291.8
145826,0,Cash loans,M,1,0,0,135000.0,808650.0,23305.5,675000.0,22915,Working,Secondary / secondary special,,Married,House / apartment,4,328,44,0,40,TUESDAY,13,353.4
387756,0,Cash loans,M,0,1,0,225000.0,437877.0,35239.5,378000.0,6915,Working,Higher education,,Single / not married,House / apartment,9,642,59,0,24,WEDNESDAY,11,604.6
422693,0,Cash loans,M,1,1,1,112500.0,679500.0,28917.0,679500.0,52435,Working,Secondary / secondary special,LowRisk,Married,With parents,5,611,72,0,18,THURSDAY,14,579.8
428264,0,Cash loans,M,1,1,0,148500.0,685012.5,29151.0,553500.0,14925,Working,Secondary / secondary special,LowRisk,Married,House / apartment,11,420,49,0,3,WEDNESDAY,6,427.0
322544,0,Loans Now,F,1,1,1,54000.0,180000.0,9000.0,180000.0,78746,Working,Secondary / secondary special,LowRisk,Married,House / apartment,12,660,41,0,8,THURSDAY,13,619.0
281442,0,Cash loans,F,0,0,2,247500.0,753840.0,21735.0,540000.0,1191,Working,Secondary / secondary special,,Married,House / apartment,5,456,41,1,45,TUESDAY,15,455.8
377259,0,Cash loans,F,0,1,0,112500.0,544491.0,16047.0,454500.0,56911,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,11,36,47,0,38,WEDNESDAY,5,119.8
245850,0,Cash loans,F,0,0,0,135000.0,1354500.0,47079.0,1354500.0,51597,Working,Secondary / secondary special,HighRisk,Married,House / apartment,12,665,62,0,25,WEDNESDAY,8,623.0
131234,0,Cash loans,M,1,1,1,135000.0,331834.5,20182.5,252000.0,13015,Working,Secondary / secondary special,,Married,With parents,4,612,36,1,27,SATURDAY,7,580.6
331097,0,Cash loans,M,0,1,0,234000.0,900000.0,48955.5,900000.0,18335,Working,Secondary / secondary special,,Married,House / apartment,18,222,55,0,35,MONDAY,16,268.6
182029,0,Cash loans,M,0,0,0,90000.0,1078200.0,38331.0,900000.0,71921,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,20,5,69,0,24,TUESDAY,9,95.0
336570,0,Cash loans,F,1,1,1,225000.0,1540588.5,63706.5,1377000.0,70894,Working,Higher education,,Married,House / apartment,20,22,43,0,45,SUNDAY,10,108.6
357393,0,Cash loans,F,0,1,0,162000.0,817560.0,30951.0,675000.0,18970,Pensioner,Secondary / secondary special,LowRisk,Widow,House / apartment,5,65,70,0,29,THURSDAY,12,143.0
291234,0,Cash loans,M,1,1,1,225000.0,450000.0,30204.0,450000.0,45664,Commercial associate,Incomplete higher,LowRisk,Married,House / apartment,20,487,71,0,7,THURSDAY,7,480.6
217914,0,Cash loans,M,1,1,0,193500.0,263686.5,27819.0,238500.0,54887,Working,Secondary / secondary special,Risk,Married,House / apartment,4,456,66,0,11,TUESDAY,17,455.8
439275,0,Cash loans,F,0,1,0,202500.0,503676.0,25717.5,382500.0,23721,Working,Incomplete higher,,Married,House / apartment,17,724,41,0,36,FRIDAY,13,670.2
353883,0,Cash loans,F,0,0,1,166500.0,1236816.0,40027.5,1080000.0,59477,Working,Secondary / secondary special,,Married,Municipal apartment,9,497,35,0,39,WEDNESDAY,10,488.6
309006,0,Cash loans,F,0,1,1,112500.0,1093500.0,35275.5,1093500.0,17486,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,4,427,61,0,43,SATURDAY,9,432.6
383758,0,Cash loans,F,0,1,0,58500.0,386977.5,14719.5,319500.0,71646,Working,Secondary / secondary special,Risk,Civil marriage,House / apartment,19,538,66,1,24,SATURDAY,10,521.4
141851,0,Cash loans,F,0,1,0,90000.0,239850.0,23719.5,225000.0,21730,Pensioner,Secondary / secondary special,,Widow,House / apartment,17,565,45,0,17,SUNDAY,9,543.0
152870,1,Cash loans,F,0,1,0,90000.0,469152.0,25447.5,405000.0,63628,Working,Secondary / secondary special,Risk,Married,House / apartment,15,29,32,1,26,FRIDAY,8,114.2
347548,1,Cash loans,F,0,0,0,126000.0,781920.0,31392.0,675000.0,54787,Working,Secondary / secondary special,Risk,Civil marriage,Municipal apartment,13,222,45,1,27,FRIDAY,6,268.6
362408,0,Cash loans,F,0,1,1,202500.0,1354500.0,47209.5,1354500.0,51532,State servant,Higher education,HighRisk,Married,House / apartment,21,129,40,0,30,TUESDAY,17,194.2
389470,0,Cash loans,F,0,1,0,58500.0,544491.0,16047.0,454500.0,70752,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,0,441,58,1,21,SATURDAY,11,443.8
362763,0,Cash loans,F,0,1,0,58500.0,306306.0,15660.0,247500.0,74965,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,4,433,60,0,20,THURSDAY,9,437.4
446209,0,Cash loans,M,1,1,0,180000.0,545040.0,25537.5,450000.0,36123,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,16,661,73,1,26,FRIDAY,14,619.8
364473,1,Cash loans,M,0,0,0,67500.0,199080.0,15858.0,157500.0,53778,Working,Secondary / secondary special,HighRisk,Separated,House / apartment,12,103,50,1,24,FRIDAY,17,173.4
109737,0,Cash loans,M,1,1,0,450000.0,298512.0,30717.0,270000.0,42412,Commercial associate,Higher education,LowRisk,Married,House / apartment,0,165,53,0,31,FRIDAY,11,223.0
189159,0,Cash loans,M,1,1,0,225000.0,243000.0,28836.0,243000.0,47252,Working,Secondary / secondary special,,Married,House / apartment,14,360,38,0,11,FRIDAY,14,379.0
411929,0,Cash loans,M,1,1,1,180000.0,239850.0,28593.0,225000.0,52826,Commercial associate,Secondary / secondary special,,Married,House / apartment,9,361,68,0,13,WEDNESDAY,13,379.8
115265,0,Cash loans,F,0,0,0,90000.0,544491.0,16047.0,454500.0,17379,Pensioner,Secondary / secondary special,,Married,House / apartment,10,134,53,0,10,WEDNESDAY,10,198.2
372756,0,Cash loans,F,0,1,1,112500.0,152820.0,15016.5,135000.0,38940,Working,Higher education,Risk,Married,House / apartment,12,147,38,1,31,THURSDAY,13,208.6
353826,0,Cash loans,F,0,1,1,67500.0,395766.0,20335.5,283500.0,33852,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,19,799,34,0,13,TUESDAY,12,730.2
123731,0,Cash loans,M,1,1,0,45000.0,269550.0,12001.5,225000.0,33272,Pensioner,Secondary / secondary special,,Married,House / apartment,12,629,53,1,4,MONDAY,12,594.2
300855,0,Cash loans,F,0,0,0,135000.0,640080.0,29970.0,450000.0,53421,Commercial associate,Secondary / secondary special,LowRisk,Single / not married,House / apartment,19,420,48,0,18,MONDAY,17,427.0
344742,1,Cash loans,F,0,0,0,90000.0,314100.0,16573.5,225000.0,78225,Working,Secondary / secondary special,LowRisk,Single / not married,Rented apartment,13,104,49,1,5,WEDNESDAY,16,174.2
326318,1,Cash loans,F,0,1,0,63000.0,422892.0,23742.0,382500.0,47166,Pensioner,Higher education,Risk,Married,House / apartment,12,81,38,1,42,THURSDAY,8,155.8
331909,0,Cash loans,F,0,1,0,247500.0,533304.0,36207.0,405000.0,49301,Working,Secondary / secondary special,,Separated,House / apartment,13,175,60,0,16,WEDNESDAY,13,231.0
412063,0,Cash loans,F,0,1,0,126000.0,254700.0,24808.5,225000.0,4437,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,22,511,64,0,30,WEDNESDAY,14,499.8
308214,0,Cash loans,F,0,1,0,112500.0,787131.0,26145.0,679500.0,28998,Pensioner,Higher education,LowRisk,Single / not married,With parents,19,625,34,1,33,MONDAY,10,591.0
196608,1,Cash loans,M,0,1,0,162000.0,192528.0,9495.0,126000.0,75767,Working,Secondary / secondary special,HighRisk,Civil marriage,House / apartment,19,157,54,1,11,SATURDAY,9,216.6
256501,0,Cash loans,M,0,1,0,90000.0,197820.0,15988.5,180000.0,50101,Pensioner,Secondary / secondary special,HighRisk,Widow,House / apartment,10,676,33,0,12,SUNDAY,7,631.8
238519,0,Cash loans,F,0,0,0,45000.0,135000.0,13279.5,135000.0,46385,Pensioner,Secondary / secondary special,HighRisk,Separated,House / apartment,17,338,61,0,16,SATURDAY,11,361.4
395850,0,Cash loans,F,0,1,0,130500.0,142632.0,14238.0,126000.0,58415,Pensioner,Secondary / secondary special,Risk,Widow,House / apartment,2,61,72,0,9,THURSDAY,12,139.8
295998,0,Cash loans,M,1,1,0,144000.0,119893.5,12415.5,103500.0,873,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,6,58,31,0,8,FRIDAY,11,137.4
379011,0,Cash loans,M,1,0,2,270000.0,695439.0,18472.5,580500.0,40130,Working,Secondary / secondary special,,Married,House / apartment,19,288,44,0,33,FRIDAY,14,321.4
295314,0,Cash loans,F,0,1,0,135000.0,1036530.0,30438.0,742500.0,7570,Working,Secondary / secondary special,LowRisk,Married,House / apartment,15,118,32,0,27,WEDNESDAY,12,185.4
318831,0,Cash loans,F,0,1,0,157500.0,1374480.0,45553.5,1125000.0,75431,Working,Secondary / secondary special,LowRisk,Married,House / apartment,4,291,51,0,6,SATURDAY,8,323.8
125811,0,Cash loans,F,0,0,2,112500.0,675000.0,24930.0,675000.0,29232,Working,Secondary / secondary special,,Married,House / apartment,13,306,54,0,1,SUNDAY,17,335.8
179466,0,Cash loans,M,1,0,2,157500.0,355536.0,18283.5,270000.0,48394,Working,Secondary / secondary special,HighRisk,Married,House / apartment,22,469,35,0,29,FRIDAY,14,466.2
292752,0,Cash loans,M,1,0,0,216000.0,781920.0,61776.0,675000.0,73378,Commercial associate,Secondary / secondary special,HighRisk,Married,Rented apartment,12,603,53,1,12,FRIDAY,20,573.4
346689,0,Cash loans,F,0,1,1,112500.0,1125000.0,32895.0,1125000.0,40706,Commercial associate,Secondary / secondary special,,Married,House / apartment,6,758,47,1,20,MONDAY,17,697.4
307108,1,Cash loans,F,0,1,0,180000.0,540000.0,26109.0,540000.0,53374,Commercial associate,Higher education,Risk,Single / not married,House / apartment,11,262,29,1,5,MONDAY,10,300.6
267221,0,Cash loans,F,0,1,2,67500.0,675000.0,21906.0,675000.0,23569,Working,Higher education,HighRisk,Married,House / apartment,22,552,61,0,18,SATURDAY,11,532.6
297339,0,Cash loans,F,0,1,0,90000.0,107820.0,5503.5,90000.0,24215,Working,Secondary / secondary special,LowRisk,Married,House / apartment,3,207,60,0,27,FRIDAY,11,256.6
248881,1,Cash loans,M,1,1,1,247500.0,816660.0,26473.5,585000.0,53761,Pensioner,Higher education,HighRisk,Married,House / apartment,20,110,39,0,3,MONDAY,14,179.0
192891,0,Cash loans,F,0,0,0,135000.0,604152.0,30978.0,540000.0,4249,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,11,526,55,1,3,SATURDAY,12,511.8
451592,0,Cash loans,F,1,0,1,126000.0,1333395.0,38344.5,1044000.0,19111,Commercial associate,Higher education,Risk,Married,House / apartment,13,706,35,0,32,MONDAY,16,655.8
240493,0,Cash loans,F,0,1,0,315000.0,900000.0,87808.5,900000.0,29826,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,13,277,72,0,32,TUESDAY,9,312.6
357195,0,Cash loans,F,0,1,1,315000.0,584766.0,24903.0,472500.0,58053,Working,Secondary / secondary special,,Married,House / apartment,22,781,48,0,7,TUESDAY,13,715.8
422657,0,Cash loans,F,0,1,0,90000.0,360000.0,26194.5,360000.0,50162,Working,Secondary / secondary special,,Single / not married,House / apartment,0,354,74,0,14,SATURDAY,12,374.2
201293,0,Cash loans,M,0,1,1,243000.0,592560.0,30384.0,450000.0,31347,Commercial associate,Secondary / secondary special,,Married,House / apartment,22,302,52,1,43,SATURDAY,10,332.6
156568,0,Cash loans,M,0,1,1,180000.0,584766.0,28260.0,472500.0,78854,Working,Secondary / secondary special,Risk,Married,Rented apartment,4,669,48,1,34,SATURDAY,10,626.2
